regcode;sepa;name;name_before_quotes;name_in_quotes;name_after_quotes;without_quotes;regtype;regtype_text;type;type_text;registered;terminated;closed;address;index;addressid;region;city;atvk;reregistration_term
40103471109;LV02ZZZ40103471109;"Sabiedrība ar ierobežotu atbildību ""Norsk Group""";Sabiedrība ar ierobežotu atbildību;Norsk Group;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-10-18;2015-02-10;L;Rīga, Kuģu iela 26-61;1048;117509421;0;100003003;0010000;
40103696335;LV24ZZZ40103696335;"Sabiedrība ar ierobežotu atbildību ""Emposition""";Sabiedrība ar ierobežotu atbildību;Emposition;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-08-01;2015-02-12;L;Rīga, Viestura prospekts 65;1005;102022690;0;100003003;0010000;
50002175981;LV46ZZZ50002175981;"IK ""EZZAR""";IK;EZZAR;"";0;K;Komercreģistrs;IK;Individuālais komersants;2015-12-02;; ;Rīga, Mazā Krūmu iela 20 - 8;1069;115055064;0;100003003;0010000;
40003612327;LV45ZZZ40003612327;"SIA ""MODULS BRABUS PEAB""";SIA;MODULS BRABUS PEAB;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2002-12-09;2017-05-18;L;Rīga, Ludzas iela 36 - 4;1003;112265698;0;100003003;0010000;
48502000086;LV13ZZZ48502000086;"Saldus rajona T.Anfinogentovas individuālais uzņēmums ""TELESS""";Saldus rajona T.Anfinogentovas individuālais uzņēmums;TELESS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1991-09-10;2017-04-13;L;Saldus nov., Saldus, Bērzu iela 17A;3801;101252283;100016204;100003614;0840100;
40003151194;LV07ZZZ40003151194;"SIA ""KAMIELIS""";SIA;KAMIELIS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-09-24;2015-12-03;L;Rīga, Vaļņu iela 47;1050;102013673;0;100003003;0010000;
40002040879;LV80ZZZ40002040879;"I.Atvares Ogres pilsētas daudznozaru uzņēmums ""INGBARO""";I.Atvares Ogres pilsētas daudznozaru uzņēmums;INGBARO;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1995-12-12;; ;Ogres nov., Ogre, Lapu iela 8 - 33;5001;110373607;100015356;100003470;0740201;
41503016413;LV23ZZZ41503016413;"SIA ""OMEGA VLV""";SIA;OMEGA VLV;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1996-10-15;2017-05-18;L;Rīga, Salamandras iela 1;1024;101983840;0;100003003;0010000;
40003495331;LV35ZZZ40003495331;"Sabiedrība ar ierobežotu atbildību ""REMA KOKAUDZĒTAVAS""";Sabiedrība ar ierobežotu atbildību;REMA KOKAUDZĒTAVAS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2000-05-22;2017-04-12;L;Rīga, Lielirbes iela 27;1046;102967083;0;100003003;0010000;
40003655523;LV81ZZZ40003655523;"Sabiedrība ar ierobežotu atbildību ""Barbak un Partneri""";Sabiedrība ar ierobežotu atbildību;Barbak un Partneri;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-12-03;2015-12-03;L;Rīga, Vaidavas iela 3-48;1084;113571766;0;100003003;0010000;
40003616507;LV93ZZZ40003616507;"Sabiedrība ar ierobežotu atbildību ""VP TRADE""";Sabiedrība ar ierobežotu atbildību;VP TRADE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-01-24;2015-12-03;L;Rīga, Mārupes iela 19;1002;101940174;0;100003003;0010000;
50103352151;;"SIA ""OBP""";SIA;OBP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-12-06;2012-07-16;L;Rīga, Virbu iela 5;1067;102023973;0;100003003;0010000;
40003562990;LV43ZZZ40003562990;"Sabiedrība ar ierobežotu atbildību ""SOLO PRESTO""";Sabiedrība ar ierobežotu atbildību;SOLO PRESTO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-09-26;2015-12-03;L;Rīga, Virbu iela 2;1067;105402756;0;100003003;0010000;
50103043921;;"Sabiedrība ar ierobežotu atbildību ""ZVEJNIEKS""";Sabiedrība ar ierobežotu atbildību;ZVEJNIEKS;"";0;U;Uzņēmumu reģistra žurnāls;SIA;Sabiedrība ar ierobežotu atbildību;1992-03-19;2013-12-18;L;Saulkrastu nov., Saulkrastu pag., Zvejniekciems;2116;100184034;100015620;0;0801433;
40003615376;LV75ZZZ40003615376;"Sabiedrība ar ierobežotu atbildību ""Betasistem""";Sabiedrība ar ierobežotu atbildību;Betasistem;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-01-13;2017-05-18;L;Rīga, Ernesta Birznieka-Upīša iela 18a-6;1050;101886437;0;100003003;0010000;
40008218303;LV65ZZZ40008218303;"Nekustamā īpašuma īpašnieku biedrība ""Leona Paegles 19b""";Nekustamā īpašuma īpašnieku biedrība;Leona Paegles 19b;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2013-12-12;; ;Cēsu nov., Cēsis, Leona Paegles iela 19B - 29;4101;110762881;100015774;100003157;0420201;
40008087642;LV22ZZZ40008087642;"""Projektu darbnīca kopienām""";"";Projektu darbnīca kopienām;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2005-01-13;; ;Ogres nov., Ogre, Mālkalnes prospekts 11 - 3;5001;114268452;100015356;100003470;0740201;
42403023437;LV18ZZZ42403023437;"Sabiedrība ar ierobežotu atbildību ""EURO-AĻJANS""";Sabiedrība ar ierobežotu atbildību;EURO-AĻJANS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-09-19;2015-10-15;L;Ludzas nov., Ludza, Stacijas iela 44;5701;102183835;100015991;100003405;0680201;
42403024080;LV20ZZZ42403024080;"Sabiedrība ar ierobežotu atbildību ""East-Lat Building""";Sabiedrība ar ierobežotu atbildību;East-Lat Building;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-04-29;2015-12-08;L;"Ludzas nov., Briģu pag., Brigi, ""Rendoles"" - 17";5707;118164637;100015991;0;0684600;
40003533008;LV92ZZZ40003533008;"Sabiedrība ar ierobežotu atbildību ""MEVI""";Sabiedrība ar ierobežotu atbildību;MEVI;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-02-20;2017-05-18;L;Rīga, Jāņa Čakstes gatve 70;1058;104960414;0;100003003;0010000;
41503008702;LV58ZZZ41503008702;"Daugavpils rajona lauksaimniecības kooperatīvā sabiedrība ""SKAIDRĪTES""";Daugavpils rajona lauksaimniecības kooperatīvā sabiedrība;SKAIDRĪTES;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1993-08-03;; ;"Augšdaugavas nov., Pilskalnes pag., ""Skaidrītes P""";5447;104926414;100016462;0;0440880;
40002081025;LV16ZZZ40002081025;"Ilgas Spiridovskas Rīgas pilsētas daudznozaru individuālais uzņēmums ""ILGA S""";Ilgas Spiridovskas Rīgas pilsētas daudznozaru individuālais uzņēmums;ILGA S;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1999-06-10;; ;Rīga, Vecāķu prospekts 155a-1;1030;102018256;0;100003003;0010000;
44102032874;;"IK ""daba runā""";IK;daba runā;"";0;K;Komercreģistrs;IK;Individuālais komersants;2009-08-06;2013-12-19;L;Valmiera, Rīgas iela 37;4201;101176922;0;100003735;0250000;
40103613422;LV12ZZZ40103613422;"""2point"" SIA";"";2point;SIA;0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-12-05;2017-06-27;L;Rīga, Ludzas iela 42 k-2 - 62;1003;117866454;0;100003003;0010000;
40002045556;;"Sabiedrība ar ierobežotu atbildību ""FARINA""";Sabiedrība ar ierobežotu atbildību;FARINA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1996-02-26;2013-12-18;L;Salaspils nov., Salaspils pag., Saulkalne, 20-5;2117;100183797;100015485;0;0801231;
40103307480;LV23ZZZ40103307480;"SIA ""SPLASHING""";SIA;SPLASHING;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-07-16;2015-12-03;L;Rīga, Dzērbenes iela 4;1006;101826533;0;100003003;0010000;
40003759051;LV74ZZZ40003759051;"Sabiedrība ar ierobežotu atbildību ""NEW EAST CO. Ltd""";Sabiedrība ar ierobežotu atbildību;NEW EAST CO. Ltd;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-08-02;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
44102023462;LV44ZZZ44102023462;"IK ""ZAĻAIS RŪDIS""";IK;ZAĻAIS RŪDIS;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-01-13;; ;"Limbažu nov., Staiceles pag., ""Rozēni 3"" - 2";4043;117097881;100016606;0;0661837;
40008265789;LV89ZZZ40008265789;"""LATVIA TEA BOARD""";"";LATVIA TEA BOARD;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2017-06-27;; ;Rīga, Akadēmiķa Mstislava Keldiša iela 15 - 127;1021;111260226;0;100003003;0010000;
40008317686;LV35ZZZ40008317686;"""ERa Infinity""";"";ERa Infinity;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2022-08-14;; ;Rīga, Ganību dambis 22D;1045;101889161;0;100003003;"";
40103710291;LV57ZZZ40103710291;"SIA ""KVIN""";SIA;KVIN;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-09-13;2017-06-27;L;Rīga, Merķeļa iela 11;1050;101950208;0;100003003;0010000;
46801004433;"";"Zemnieku saimniecība ""PRIEŽU KALNI""";Zemnieku saimniecība;PRIEŽU KALNI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-07-08;2005-05-25;L;Ludzas rajons, Mērdzenes pagasts, Šalaji;5726;100152963;0;0;0687200;
40003994646;LV75ZZZ40003994646;"SIA ""RFG GROUP""";SIA;RFG GROUP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-02-21;2017-05-18;L;Rīga, Kastrānes iela 2A - 19;1039;113077218;0;100003003;0010000;
40103444350;LV39ZZZ40103444350;"Sabiedrība ar ierobežotu atbildību ""SUNNY DAY""";Sabiedrība ar ierobežotu atbildību;SUNNY DAY;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-05;2017-05-18;L;Rīga, Zemgaļu iela 21 - 2;1006;115058037;0;100003003;0010000;
40003619503;LV02ZZZ40003619503;"Sabiedrība ar ierobežotu atbildību ""Bit MinD""";Sabiedrība ar ierobežotu atbildību;Bit MinD;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-02-18;2017-05-18;L;Rīga, Lāčplēša iela 87;1011;101118227;0;100003003;0010000;
40008072238;LV91ZZZ40008072238;"""ARKO"" Autorallija klubs";"";ARKO;Autorallija klubs;0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2003-01-27;; ;Cēsu nov., Cēsis, Viestura iela 8A - 22;4101;115642918;100015774;100003157;0420100;
40003791703;LV06ZZZ40003791703;"SIA ""FRUIT DELIVERY SERVICE""";SIA;FRUIT DELIVERY SERVICE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-12-22;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
40003800917;LV33ZZZ40003800917;"SIA ""Karuma""";SIA;Karuma;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-02-07;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
40103764788;LV31ZZZ40103764788;"SIA ""TAKSA""";SIA;TAKSA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-03-03;2016-09-06;L;Rīga, Kurzemes prospekts 116 - 24;1069;112478358;0;100003003;0010000;
51503009061;LV03ZZZ51503009061;"Sabiedrība ar ierobežotu atbildību ""VIDUS 93""";Sabiedrība ar ierobežotu atbildību;VIDUS 93;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-10-27;2021-09-09;L;Preiļu nov., Preiļi, Pils iela 14;5301;101332734;100015235;100003518;0760201;
41503009089;LV85ZZZ41503009089;"Rožupes pagasta zemnieku kopdarbības sabiedrība ""MASTARIŅI""";Rožupes pagasta zemnieku kopdarbības sabiedrība;MASTARIŅI;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1993-10-27;2018-12-28;L;Līvānu nov., Rožupes pag., Rožupe;5300;100168108;100015243;0;0761266;
40003801255;LV25ZZZ40003801255;"SIA ""Ladaro""";SIA;Ladaro;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-02-07;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
46801004452;"";"Ludzas rajons, Rundēnu pagasts, Kleščovas ciema zemnieku saimniecība ""ĶIRŠI""";Ludzas rajons, Rundēnu pagasts, Kleščovas ciema zemnieku saimniecība;ĶIRŠI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-07-15;2005-09-21;L;"Ludzas rajons, Rundēnu pagasts, Kleščova, ""Ķirši""";5739;104783757;0;0;0689200;
41202018009;;"IK ""RAIMREISS""";IK;RAIMREISS;"";0;K;Komercreģistrs;IK;Individuālais komersants;2002-12-27;2006-07-04;L;Kuldīga, Dzintaru iela 12-20;3300;114632727;0;100003286;0620100;
40003580271;LV26ZZZ40003580271;"Sabiedrība ar ierobežotu atbildību ""JANDA V""";Sabiedrība ar ierobežotu atbildību;JANDA V;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2002-01-30;2017-05-18;L;Rīga, Akadēmiķa Mstislava Keldiša iela 6 - 13;1082;112017142;0;100003003;0010000;
40003596253;LV65ZZZ40003596253;"Sabiedrība ar ierobežotu atbildību ""ASTREKO""";Sabiedrība ar ierobežotu atbildību;ASTREKO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2002-07-10;2017-05-18;L;Rīga, Maskavas iela 32 - 3;1050;112308026;0;100003003;0010000;
40003596111;LV19ZZZ40003596111;"Sabiedrība ar ierobežotu atbildību ""ATB CELTNIEKS""";Sabiedrība ar ierobežotu atbildību;ATB CELTNIEKS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2002-07-09;2017-05-18;L;Rīga, Lokomotīves iela 58 - 51;1057;112364582;0;100003003;0010000;
40008087515;LV56ZZZ40008087515;"Biedrība ""LATVIJAS KINOLOGU ASOCIĀCIJA ""ŠTOLZ""""";Biedrība;"LATVIJAS KINOLOGU ASOCIĀCIJA ""ŠTOLZ""";"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2005-01-04;; ;Rīga, Silciema iela 13 - 27;1024;113878204;0;100003003;0010000;
40103941132;LV85ZZZ40103941132;"Sabiedrība ar ierobežotu atbildību ""Solange""";Sabiedrība ar ierobežotu atbildību;Solange;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-10-23;2021-05-26;L;Rīga, Garozes iela 17 - 44;1004;112716938;0;100003003;0010000;
46801004467;"";"Ludzas rajona Lauderu pagasta Šķirpānu ciema zemnieku saimniecība ""ŠĶIRPĀNI""";Ludzas rajona Lauderu pagasta Šķirpānu ciema zemnieku saimniecība;ŠĶIRPĀNI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-07-22;2005-05-30;L;Ludzas rajons, Lauderu pagasts, Škirpāni;5722;100150951;0;0;0686400;
680100453;"";"Zemnieku saimniecība ""RĪTAUSMA""";Zemnieku saimniecība;RĪTAUSMA;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-09-06;2005-08-31;L;Ludzas rajons, Salnavas pagasts, Lūbeņka;5740;100012760;0;0;0689400;
46801004768;"";"Isnaudas pagasta zemnieku saimniecība ""GORBI""";Isnaudas pagasta zemnieku saimniecība;GORBI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-10-31;2005-05-30;L;"Ludzas rajons, Isnaudas pagasts, Poļu Gorbuni, ""Gorbi""";5716;100150084;0;0;0685800;
44103034815;;"SIA ""EHTOS GROUP""";SIA;EHTOS GROUP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-03-15;2013-12-19;L;Limbažu nov., Limbaži, Ezeru iela 2;4001;101432694;100015975;100003358;0660100;
40103369512;LV58ZZZ40103369512;"Sabiedrība ar ierobežotu atbildību ""Mr.VP Trading""";Sabiedrība ar ierobežotu atbildību;Mr.VP Trading;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-01-19;2016-12-28;L;Babītes nov., Babītes pag., Piņķi, Jūrmalas iela 18;2107;101300015;100015725;0;0804948;
40103376444;LV07ZZZ40103376444;"Sabiedrība ar ierobežotu atbildību ""VP Trader""";Sabiedrība ar ierobežotu atbildību;VP Trader;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-02-03;2016-12-28;L;Babītes nov., Babītes pag., Piņķi, Jūrmalas iela 18;2107;101300015;100015725;0;0804948;
680100481;"";"Zemnieku saimniecība ""ROŽZIEDI""";Zemnieku saimniecība;ROŽZIEDI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-11-04;2005-07-28;L;Ludzas rajons, Ciblas pagasts, Dekteri;5709;100012592;0;0;0684948;
680100491;"";"Ludzas rajona zemnieku saimniecība ""ĻAUZENO""";Ludzas rajona zemnieku saimniecība;ĻAUZENO;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1994-12-20;2005-09-26;L;Ludzas rajons, Pasienes pagasts, Ļauzina;5732;100155108;0;0;0688400;
40003820218;;"Sabiedrība ar ierobežotu atbildību ""GAME SERVISS GROUP""";Sabiedrība ar ierobežotu atbildību;GAME SERVISS GROUP;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-04-20;2013-12-18;L;Rīga, Dzirciema iela 27-6;1083;111665063;0;100003003;0010000;
40103951802;LV85ZZZ40103951802;"SIA ""DS Groop""";SIA;DS Groop;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-12-07;2021-05-26;L;Rīga, Paula Lejiņa iela 16 - 55;1029;114059621;0;100003003;0010000;
40003556763;"";"SIA ""KORTE""";SIA;KORTE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-08-07;2013-03-27;L;Rīga, Zemitāna iela 2B;1012;103408880;0;100003003;0010000;
43603089303;LV77ZZZ43603089303;"SIA ""REIMAN""";SIA;REIMAN;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-10-09;; ;"Bauskas nov., Iecava, ""Grāvzemnieki""";3913;104762838;100016575;100003784;0406400;
40203023262;LV89ZZZ40203023262;"SIA ""D22""";SIA;D22;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2016-10-03;; ;Rīga, Ganību dambis 22D;1045;101889161;0;100003003;0010000;
40103399038;LV02ZZZ40103399038;"SIA ""MURASAKI""";SIA;MURASAKI;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-03-28;2017-07-18;L;Rīga, Baltā iela 7;1055;105239504;0;100003003;0010000;
50103180401;LV10ZZZ50103180401;"SIA ""ALL SeaSon Hotel & SPA""";SIA;ALL SeaSon Hotel & SPA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-07-14;2016-12-28;L;Jūrmala, Jūrkalnes iela 5;2011;102670654;0;100003036;0130000;
50002169561;LV47ZZZ50002169561;IK FOTON;IK;FOTON;"";1;K;Komercreģistrs;IK;Individuālais komersants;2013-09-20;2017-12-28;L;"Olaines nov., Olaines pag., Jaunolaine, ""Laimes"" - 3";2127;117726565;100016077;0;0801080;
40103358114;LV23ZZZ40103358114;"SIA ""Oobelisk""";SIA;Oobelisk;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-12-17;2016-12-28;L;Kuldīgas nov., Kuldīga, Smilšu iela 24;3301;102681884;100015942;100003286;0620201;
40103676625;LV52ZZZ40103676625;"SIA ""LL Holding""";SIA;LL Holding;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-05-30;2015-12-03;L;Ādažu nov., Ādaži, Attekas iela 31;2164;103121144;100015493;0;0804400;
40008276034;LV21ZZZ40008276034;SASKARSMES GARŠA;"";SASKARSMES GARŠA;"";1;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2018-04-24;; ;Rīga, Ģimnastikas iela 36;1004;101896126;0;100003003;0010000;
40103427789;LV16ZZZ40103427789;"Sabiedrība ar ierobežotu atbildību ""BR Stils""";Sabiedrība ar ierobežotu atbildību;BR Stils;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-06-14;2019-02-13;L;Ķekavas nov., Ķekavas pag., Vimbukrogs, Ošu iela 13;2123;105146808;100015950;0;0800870;
58502008791;LV44ZZZ58502008791;"IK ""MARIJA BĒRZIŅA""";IK;MARIJA BĒRZIŅA;"";0;K;Komercreģistrs;IK;Individuālais komersants;2005-01-06;; ;Dobeles nov., Dobele, Krišjāņa Barona iela 8 - 1;3701;115538533;100015813;100003198;0460100;
41503009591;LV14ZZZ41503009591;"Sabiedrība ar ierobežotu atbildību firma ""L.R.Z.S.""";Sabiedrība ar ierobežotu atbildību firma;L.R.Z.S.;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1994-01-05;; ;Daugavpils, Valkas iela 58 - 91;5410;116150837;0;100003011;0050000;
56801004971;"";"Zemnieku saimniecība ""MEŽGAIĻI""";Zemnieku saimniecība;MEŽGAIĻI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-01-10;2005-05-30;L;Ludzas rajons, Ciblas pagasts, Voloji;5712;100149153;0;0;0684948;
46801005068;"";"Zemnieku saimniecība ""KLINTI""";Zemnieku saimniecība;KLINTI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-02-02;2005-05-30;L;Ludzas rajons, Malnavas pagasts, Barkani;5749;100012664;0;0;0686800;
40103185341;LV67ZZZ40103185341;"Sabiedrība ar ierobežotu atbildību ""Fortissimo""";Sabiedrība ar ierobežotu atbildību;Fortissimo;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-08-12;2017-12-28;L;Ķekavas nov., Ķekavas pag., Ķekava, Skaistkalnes iela 1/2;2123;100453753;100015950;0;0807000;
40003794254;LV96ZZZ40003794254;"Sabiedrība ar ierobežotu atbildību ""MarIness""";Sabiedrība ar ierobežotu atbildību;MarIness;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-01-06;2019-01-14;L;Salaspils nov., Salaspils, Enerģētiķu iela 4 - 130;2121;110073048;100015485;100003575;0801211;
680100508;"";"Zemnieku saimniecība ""PŪPOLU MĀJAS""";Zemnieku saimniecība;PŪPOLU MĀJAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-02-10;2005-08-16;L;Ludzas rajons, Malnavas pagasts, Beržovka;5750;100151945;0;0;0686800;
43601029210;LV72ZZZ43601029210;"Bauskas rajona Iecavas novada zemnieku saimniecība ""Ievziedi""";Bauskas rajona Iecavas novada zemnieku saimniecība;Ievziedi;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;2007-02-19;; ;Bauskas nov., Iecava, Baldones iela 2B - 7;3913;115505632;100016575;100003784;0406400;
40003527355;LV45ZZZ40003527355;"Sabiedrība ar ierobežotu atbildību ""Spectre Latvia""";Sabiedrība ar ierobežotu atbildību;Spectre Latvia;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2001-01-15;; ;Jelgavas nov., Kalnciema pag., Kalnciems, Robežu iela 1;3016;102939087;100015895;0;0541211;
40203121402;LV58ZZZ40203121402;"SIA ""Riga Centre Company No 1""";SIA;Riga Centre Company No 1;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-01-30;; ;Rīga, Aspazijas bulvāris 20;1050;101816506;0;100003003;0010000;
43603077944;LV56ZZZ43603077944;"Sabiedrība ar ierobežotu atbildību ""Sensovet""";Sabiedrība ar ierobežotu atbildību;Sensovet;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-05-18;; ;Jelgava, Jēkaba iela 4;3001;101765808;0;100003028;0090000;
40002108584;LV10ZZZ40002108584;"Individuālais komersants ""JUNA M""";Individuālais komersants;JUNA M;"";0;K;Komercreģistrs;IK;Individuālais komersants;2005-01-07;; ;Rīga, Vaidavas iela 7 - 15;1084;113706231;0;100003003;0010000;
41701006184;LV41ZZZ41701006184;"Vērzas Jelgavas rajona zemnieku saimniecība ""ZEMGALIEŠI""";Vērzas Jelgavas rajona zemnieku saimniecība;ZEMGALIEŠI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1993-03-01;2015-02-11;L;"Jelgavas nov., Līvbērzes pag., ""Zemgalieši""";"";100011500;100015895;0;0546200;
44103004098;LV89ZZZ44103004098;"SIA ""GILINEKS""";SIA;GILINEKS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-10-20;2015-12-07;L;Rīga, Daugavgrīvas iela 31E;1007;101875248;0;100003003;0010000;
40003768675;LV89ZZZ40003768675;"Sabiedrība ar ierobežotu atbildību ""ASIA MOTORS""";Sabiedrība ar ierobežotu atbildību;ASIA MOTORS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-09-15;2017-04-27;L;Rīga, Margrietas iela 7 k-3 -39;1046;100307893;0;100003003;0010000;
40103281923;LV04ZZZ40103281923;"SIA ""ZERSSEN""";SIA;ZERSSEN;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-03-24;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
680100526;"";"Zemnieku saimniecība ""BEBRI""";Zemnieku saimniecība;BEBRI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-03-22;2005-09-16;L;"Ludzas rajons, Nirzas pagasts, Vonogi, ""Bebri""";5729;100154075;0;0;0687800;
46801005335;"";"Zemnieku saimniecība ""PRIEDULĀJI""";Zemnieku saimniecība;PRIEDULĀJI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-04-19;2005-07-07;L;"Ludzas rajons, Goliševas pagasts, Pustoška, ""Priedulāji""";5704;103740720;0;0;0685400;
40103189803;LV67ZZZ40103189803;"SIA ""HEGU""";SIA;HEGU;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-09-08;2016-12-09;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
